0.0,1295.15
0.01,2178.9
0.02,2152.65
0.03,2179.25
0.04,2167.65
0.05,2184.8
0.06,2179.45
0.07,2156.8
0.08,2207.35
0.09,2174.05
0.1,2150.0
0.11,2170.3
0.12,2166.25
0.13,2160.05
0.14,2145.5
0.15,2152.8
0.16,2173.3
0.17,2169.8
0.18,2136.35
0.19,2170.65
0.2,2183.4
0.21,2138.25
0.22,2110.85
0.23,2154.55
0.24,2143.9
0.25,2159.65
0.26,2138.75
0.27,2168.4
0.28,2163.1
0.29,2143.3
0.3,2145.0
0.31,2191.35
0.32,2158.85
0.33,2159.9
0.34,2126.7
0.35000000000000003,2136.75
0.36,2135.75
0.37,2183.6
0.38,2144.45
0.39,2162.0
0.4,2151.25
0.41000000000000003,2210.15
0.42,2157.25
0.43,2173.5
0.44,2144.2
0.45,2166.1
0.46,2176.55
0.47000000000000003,2153.85
0.48,2152.5
0.49,2161.5
0.5,2156.75
0.51,2149.1
0.52,2168.25
0.53,2182.7
0.54,2159.55
0.55,2153.95
0.56,2144.55
0.5700000000000001,2121.45
0.58,2121.5
0.59,2140.35
0.6,2136.95
0.61,2151.55
0.62,2123.15
0.63,2148.4
0.64,2131.55
0.65,2116.15
0.66,2150.25
0.67,2121.55
0.68,2149.8
0.6900000000000001,2148.85
0.7000000000000001,2123.15
0.71,2117.95
0.72,2091.35
0.73,2127.5
0.74,2090.95
0.75,2114.1
0.76,2091.15
0.77,2080.4
0.78,2060.9
0.79,2110.8
0.8,2031.8
0.81,2049.55
0.8200000000000001,2030.45
0.8300000000000001,2006.35
0.84,2042.45
0.85,2017.9
0.86,2001.1
0.87,1988.5
0.88,1991.7
0.89,1960.0
0.9,1956.4
0.91,1921.8
0.92,1936.6
0.93,1929.5
0.9400000000000001,1927.05
0.9500000000000001,1924.1
0.96,1950.25
0.97,1982.2
0.98,2030.75
0.99,2170.2
