0.0,1242.5
0.01,2106.4
0.02,2075.0
0.03,2098.5
0.04,2085.7
0.05,2156.2
0.06,2147.2
0.07,2122.5
0.08,2110.0
0.09,2096.8
0.1,2085.0
0.11,2151.9
0.12,2122.6
0.13,2124.9
0.14,2116.7
0.15,2147.2
0.16,2101.3
0.17,2130.9
0.18,2133.4
0.19,2143.3
0.2,2129.8
0.21,2095.8
0.22,2107.9
0.23,2076.8
0.24,2118.3
0.25,2113.4
0.26,2141.8
0.27,2114.4
0.28,2110.9
0.29,2113.9
0.3,2105.6
0.31,2102.8
0.32,2073.4
0.33,2142.7
0.34,2107.6
0.35000000000000003,2127.4
0.36,2105.5
0.37,2141.9
0.38,2106.9
0.39,2138.1
0.4,2168.5
0.41000000000000003,2051.9
0.42,2052.8
0.43,2124.9
0.44,2096.9
0.45,2114.9
0.46,2084.5
0.47000000000000003,2114.7
0.48,2102.3
0.49,2111.8
0.5,2095.3
0.51,2133.2
0.52,2117.2
0.53,2128.4
0.54,2104.4
0.55,2107.9
0.56,2140.7
0.5700000000000001,2104.2
0.58,2143.4
0.59,2103.4
0.6,2102.5
0.61,2093.5
0.62,2118.8
0.63,2090.2
0.64,2144.6
0.65,2106.6
0.66,2141.3
0.67,2095.0
0.68,2145.7
0.6900000000000001,2090.7
0.7000000000000001,2151.4
0.71,2088.2
0.72,2143.3
0.73,2100.0
0.74,2130.2
0.75,2146.9
0.76,2096.5
0.77,2108.2
0.78,2119.0
0.79,2061.1
0.8,2161.3
0.81,2095.6
0.8200000000000001,2103.2
0.8300000000000001,2093.0
0.84,2120.1
0.85,2114.2
0.86,2104.7
0.87,2090.3
0.88,2131.1
0.89,2101.9
0.9,2124.3
0.91,2099.7
0.92,2138.2
0.93,2065.6
0.9400000000000001,2148.8
0.9500000000000001,2068.0
0.96,2093.2
0.97,2133.2
0.98,2104.9
0.99,2130.7
