0.0,115583.4
0.01,204069.5
0.02,204301.8
0.03,199564.9
0.04,204251.3
0.05,203574.6
0.06,203645.3
0.07,201675.8
0.08,203322.1
0.09,205574.4
0.1,204816.9
0.11,203796.8
0.12,202837.3
0.13,207139.9
0.14,204917.9
0.15,209523.5
0.16,203443.3
0.17,205130.0
0.18,204867.4
0.19,201473.8
0.2,204170.5
0.21,205513.8
0.22,201403.1
0.23,201736.4
0.24,205513.8
0.25,206422.8
0.26,204847.2
0.27,207493.4
0.28,204322.0
0.29,203140.3
0.3,203281.7
0.31,206129.9
0.32,208170.1
0.33,203382.7
0.34,206109.7
0.35000000000000003,204665.4
0.36,206271.3
0.37,206230.9
0.38,205079.5
0.39,207715.6
0.4,203079.7
0.41000000000000003,206190.5
0.42,198777.1
0.43,203382.7
0.44,207988.3
0.45,204958.3
0.46,205140.1
0.47000000000000003,210048.7
0.48,201261.7
0.49,204877.5
0.5,208170.1
0.51,208048.9
0.52,203382.7
0.53,206806.6
0.54,204867.4
0.55,206281.4
0.56,206028.9
0.5700000000000001,205635.0
0.58,205493.6
0.59,204019.0
0.6,208038.8
0.61,206412.7
0.62,204503.8
0.63,207049.0
0.64,206129.9
0.65,207937.8
0.66,204008.9
0.67,203594.8
0.68,210412.3
0.6900000000000001,206564.2
0.7000000000000001,206826.8
0.71,200665.8
0.72,205655.2
0.73,209907.3
0.74,204503.8
0.75,204857.3
0.76,205483.5
0.77,205665.3
0.78,206190.5
0.79,207402.5
0.8,208301.4
0.81,203806.9
0.8200000000000001,208089.3
0.8300000000000001,203604.9
0.84,208503.4
0.85,205806.7
0.86,204726.0
0.87,209846.7
0.88,205837.0
0.89,203342.3
0.9,203746.3
0.91,201393.0
0.92,207200.5
0.93,207523.7
0.9400000000000001,208089.3
0.9500000000000001,206675.3
0.96,207008.6
0.97,209543.7
0.98,209250.8
0.99,204301.8
