0.0,2442.3
0.0005,2373.7
0.001,2392.2
0.0015,2273.2
0.002,2372.2
0.0025,2366.8
0.003,2338.0
0.0035,2323.0
0.004,2232.4
0.0045000000000000005,2377.8
0.005,2395.4
0.0055,2338.8
0.006,2316.7
0.006500000000000001,2312.9
0.007,2344.1
0.0075,2333.9
0.008,2251.3
0.0085,2246.9
0.009000000000000001,2307.7
0.0095,2281.0
0.01,2261.3
0.0105,2277.1
0.011,2306.3
0.0115,2292.1
0.012,2300.0
0.0125,2255.4
0.013000000000000001,2288.5
0.0135,2300.5
0.014,2262.9
0.0145,2266.9
0.015,2264.1
0.0155,2275.7
0.016,2245.4
0.0165,2248.9
0.017,2210.6
0.0175,2204.6
0.018000000000000002,2205.7
0.0185,2232.2
0.019,2263.9
0.0195,2228.5
0.02,2194.2
0.0205,2274.6
0.021,2194.0
0.021500000000000002,2272.3
0.022,2164.7
0.0225,2246.1
0.023,2232.4
0.0235,2161.8
0.024,2201.8
0.0245,2164.6
0.025,2196.6
0.025500000000000002,2173.3
0.026000000000000002,2195.0
0.0265,2137.6
0.027,2210.1
0.0275,2194.7
0.028,2176.4
0.0285,2203.3
0.029,2188.5
0.029500000000000002,2201.8
0.03,2209.4
0.0305,2199.5
0.031,2185.1
0.0315,2233.5
0.032,2209.1
0.0325,2206.5
0.033,2127.7
0.0335,2143.0
0.034,2179.2
0.0345,2129.8
0.035,2192.9
0.035500000000000004,2198.1
0.036000000000000004,2177.5
0.0365,2174.4
0.037,2172.4
0.0375,2129.8
0.038,2156.0
0.0385,2186.9
0.039,2105.4
0.0395,2184.0
0.04,2117.8
0.0405,2137.2
0.041,2193.7
0.0415,2151.2
0.042,2151.7
0.0425,2133.2
0.043000000000000003,2093.9
0.043500000000000004,2142.4
0.044,2166.8
0.0445,2171.1
0.045,2102.9
0.0455,2133.2
0.046,2103.6
0.0465,2163.9
0.047,2125.3
0.0475,2134.1
0.048,2125.7
0.0485,2151.1
0.049,2128.6
0.0495,2158.7
